"condition_name","omop_cui","vocabulary_cui","vocabulary_name"
Burkitt's tumor of extranodal AND/OR solid organ site,435758,"92516002",SNOMED
Primary malignant neoplasm of anterior two-thirds of tongue,436042,"371968006",SNOMED
Overlapping malignant neoplasm of tongue,436043,"109823006",SNOMED
"Malignant neoplasm of lip, oral cavity and pharynx",436045,"271323007",SNOMED
Primary malignant neoplasm of undescended testis,436054,"94113004",SNOMED
Multiple myeloma in remission,436059,"94704006",SNOMED
Benign neoplasm of duodenum,436062,"92080005",SNOMED
"Neoplasm of uncertain behavior of lip, oral cavity and pharynx",436080,"271326004",SNOMED
Primary malignant neoplasm of posterior wall of nasopharynx,436344,"93970001",SNOMED
Primary malignant neoplasm of anal canal,436348,"93669004",SNOMED
Primary malignant neoplasm of laryngeal cartilage,436352,"109370001",SNOMED
Primary malignant neoplasm of upper outer quadrant of female breast,436353,"94117003",SNOMED
Primary malignant neoplasm of soft tissues of upper limb,436357,"372012002",SNOMED
Primary malignant neoplasm of exocervix,436358,"93789008",SNOMED
"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck",436362,"93137007",SNOMED
Benign neoplasm of testis,436366,"92428008",SNOMED
Primary malignant neoplasm of sigmoid colon,436635,"94006002",SNOMED
Primary malignant neoplasm of long bone of lower limb,436640,"93871001",SNOMED
Primary malignant neoplasm of anterior aspect of epiglottis,436643,"93670003",SNOMED
Hodgkin's disease of extranodal AND/OR solid organ site,436651,"93528000",SNOMED
Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb,436652,"93525002",SNOMED
Carcinoma in situ of anal canal,436671,"92531006",SNOMED
Primary malignant neoplasm of jejunum,436913,"93846004",SNOMED
Reticulosarcoma,436920,"373168002",SNOMED
Primary malignant neoplasm of postcricoid region,436922,"93967000",SNOMED
Primary malignant neoplasm of urinary bladder neck,436923,"94124002",SNOMED
Primary malignant neoplasm of cerebral meninges,436926,"93747000",SNOMED
Malignant histiocytosis of extranodal AND/OR solid organ site,436929,"93190006",SNOMED
Benign neoplasm of cranial nerve,436936,"92071005",SNOMED
Benign neoplasm of choroid,436948,"92059004",SNOMED
Primary malignant neoplasm of ventral surface of tongue,437220,"94134006",SNOMED
Primary malignant neoplasm of greater curvature of stomach,437224,"93818001",SNOMED
Multiple myeloma,437233,"109989006",SNOMED
Carcinoid tumor of appendix,437238,"253002004",SNOMED
Benign neoplasm of pituitary gland and craniopharyngeal duct,437251,"271479005",SNOMED
Primary malignant neoplasm of tongue,437498,"94101009",SNOMED
Primary malignant neoplasm of labia majora,437501,"93850006",SNOMED
"Burkitt's tumor of lymph nodes of head, face AND/OR neck",437504,"92512000",SNOMED
Nodular lymphoma of lymph nodes of axilla and upper limb,437505,"188612002",SNOMED
Primary malignant neoplasm of splenic flexure of colon,437798,"94072004",SNOMED
Primary malignant neoplasm of middle third of esophagus,437805,"371999007",SNOMED
"Hodgkin's disease of lymph nodes of head, face AND/OR neck",437818,"93524003",SNOMED
Primary malignant neoplasm of anterior wall of nasopharynx,438080,"93674007",SNOMED
Primary malignant neoplasm of parietal lobe,438086,"93946000",SNOMED
Primary malignant neoplasm of pyloric antrum,438089,"93976007",SNOMED
"Overlapping malignant neoplasm of rectum, anus and anal canal",438090,"109839004",SNOMED
Primary malignant neoplasm of soft tissues of lower limb,438094,"94057003",SNOMED
Overlapping malignant neoplasm of eye and adnexa,438095,"109948008",SNOMED
Benign neoplasm of mediastinum,438105,"92214000",SNOMED
"Reticulosarcoma of lymph nodes of head, face and neck",438106,"188489006",SNOMED
Benign neoplasm of thymus,438107,"92437008",SNOMED
Hematologic neoplasm of uncertain behavior,438111,"109958007",SNOMED
Neoplastic disease,438112,"55342001",SNOMED
Benign neoplasm of short bones of lower limb,438116,"271476003",SNOMED
Primary malignant neoplasm of vallecula,438360,"94132005",SNOMED
Primary malignant neoplasm of nasal cavity,438367,"93917007",SNOMED
Primary malignant neoplasm of thymus,438368,"94096009",SNOMED
Primary malignant neoplasm of glans penis,438370,"371989002",SNOMED
"Hodgkin's disease, lymphocytic-histiocytic predominance of extranodal AND/OR solid organ site",438373,"93501005",SNOMED
Burkitt's tumor of intrathoracic lymph nodes,438376,"92510008",SNOMED
"Lymphosarcoma of lymph nodes of head, face and neck",438380,"188500005",SNOMED
Essential thrombocythemia,438383,"109994006",SNOMED
Carcinoma in situ of vulva,438386,"92802003",SNOMED
Benign neoplasm of vulva,438390,"92486005",SNOMED
Overlapping malignant neoplasm of oropharynx,438691,"109832008",SNOMED
Primary malignant neoplasm of lateral wall of nasopharynx,438692,"93861003",SNOMED
Primary malignant neoplasm of mediastinum,438693,"93891008",SNOMED
Primary malignant neoplasm of hard palate,438694,"371991005",SNOMED
"Malignant lymphoma of lymph nodes of head, face AND/OR neck",438698,"93195001",SNOMED
Primary malignant neoplasm of rectosigmoid junction,438699,"93980002",SNOMED
Disseminated malignancy of unknown primary,438701,"285645000",SNOMED
"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of axilla AND/OR upper limb",438703,"93496009",SNOMED
Hodgkin's paragranuloma of intrathoracic lymph nodes,438709,"188524002",SNOMED
Primary malignant neoplasm of ribs and/or sternum and/or clavicle,438977,"372107001",SNOMED
Primary malignant neoplasm of hepatic flexure of colon,438979,"93826009",SNOMED
Primary malignant neoplasm of anterior portion of floor of mouth,438982,"93672006",SNOMED
Malignant melanoma of skin of upper limb,438983,"93653006",SNOMED
Neoplasm of uncertain behavior of meninges,438997,"109914007",SNOMED
Sézary's disease of intrathoracic lymph nodes,439265,"188631008",SNOMED
Sézary's disease of lymph nodes of inguinal region and lower limb,439266,"188634000",SNOMED
Sézary's disease of intra-abdominal lymph nodes,439267,"188632001",SNOMED
Leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb,439268,"188649008",SNOMED
Leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb,439269,"188648000",SNOMED
Sézary's disease of intrapelvic lymph nodes,439270,"188635004",SNOMED
"Hodgkin's disease, lymphocytic depletion of spleen",439281,"188592008",SNOMED
"Hodgkin's disease, lymphocytic depletion of intrapelvic lymph nodes",439282,"188591001",SNOMED
"Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes",439285,"188587006",SNOMED
Hodgkin's granuloma of intra-abdominal lymph nodes,439291,"188536008",SNOMED
Burkitt's lymphoma of spleen,439293,"188516007",SNOMED
Primary malignant neoplasm,439392,"372087000",SNOMED
Primary malignant neoplasm of oral cavity,439404,"372001002",SNOMED
Primary malignant neoplasm of sublingual gland,439738,"94076001",SNOMED
Primary malignant neoplasm of posterior wall of oropharynx,439739,"93971002",SNOMED
Primary malignant neoplasm of hypopharynx,439746,"93831006",SNOMED
Secondary malignant neoplasm of intrathoracic lymph nodes,439751,"94351005",SNOMED
Letterer-Siwe disease of extranodal AND/OR solid organ site,439761,"93141006",SNOMED
Benign neoplasm of trachea,439763,"92446002",SNOMED
Carcinoma in situ of trachea,439772,"92772005",SNOMED
Primary malignant neoplasm of junctional zone of tongue,440036,"93848003",SNOMED
Overlapping malignant neoplasm of hypopharynx,440044,"109368005",SNOMED
Primary malignant neoplasm of tonsillar pillar,440047,"94103007",SNOMED
Malignant lymphoma of extranodal AND/OR solid organ site,440058,"93199007",SNOMED
"Benign neoplasm of pancreas, excluding islets of Langerhans",440063,"188848002",SNOMED
Primary malignant neoplasm of lower gum,440335,"371997009",SNOMED
Primary malignant neoplasm of prepuce,440339,"372006007",SNOMED
Primary malignant neoplasm of lateral portion of floor of mouth,440344,"93860002",SNOMED
Primary malignant neoplasm of lateral wall of oropharynx,440345,"93862005",SNOMED
"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes",440351,"93495008",SNOMED
Hodgkin's granuloma of intrathoracic lymph nodes,440354,"93531004",SNOMED
Lipoma,440358,"93163002",SNOMED
Primary malignant neoplasm of head of pancreas,440649,"372119009",SNOMED
"Malignant neoplasm of tongue, tip and lateral border",440655,"187637005",SNOMED
Primary malignant neoplasm of skin of upper limb,440658,"94045007",SNOMED
Benign neoplasm of tongue,440668,"92443005",SNOMED
Neoplasm of uncertain behavior of brain and spinal cord,440676,"189484008",SNOMED
Primary malignant neoplasm of upper inner quadrant of female breast,440956,"94115006",SNOMED
Lymphosarcoma and reticulosarcoma,440957,"188487008",SNOMED
Hodgkin's disease of intrathoracic lymph nodes,440965,"93522004",SNOMED
Neoplasm of uncertain behavior of testis,440971,"95127004",SNOMED
Benign neoplasm of long bones of lower limb,440973,"188963000",SNOMED
Primary malignant neoplasm of superior wall of nasopharynx,441223,"94078000",SNOMED
Primary malignant neoplasm of cervical esophagus,441224,"371978009",SNOMED
Primary malignant neoplasm of ampulla of Vater,441225,"371967001",SNOMED
Primary malignant neoplasm of visceral pleura,441230,"94140004",SNOMED
Primary malignant neoplasm of frontal lobe,441233,"93807001",SNOMED
Large cell anaplastic lymphoma,441235,"277637000",SNOMED
Reticulosarcoma of lymph nodes of axilla and upper limb,441241,"188492005",SNOMED
Malignant mast cell tumor of lymph nodes of axilla AND/OR upper limb,441245,"93203007",SNOMED
Hemangioma of intracranial structure,441246,"93468003",SNOMED
Primary malignant neoplasm of parietal pleura,441510,"93948004",SNOMED
Primary malignant neoplasm of axillary tail of breast,441513,"372092003",SNOMED
Primary malignant neoplasm of lower outer quadrant of female breast,441515,"93876006",SNOMED
Primary malignant neoplasm of round ligament of uterus,441520,"93994001",SNOMED
Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,441521,"93194002",SNOMED
Immunoproliferative neoplasm,441523,"275524009",SNOMED
"Malignant histiocytosis of lymph nodes of head, face AND/OR neck",441525,"93186009",SNOMED
Primary malignant neoplasm of descending colon,441800,"93771007",SNOMED
Primary malignant neoplasm of labia minora,441802,"93851005",SNOMED
Lymphosarcoma of lymph nodes of axilla and upper limb,441803,"188503007",SNOMED
Primary malignant neoplasm of endocervix,441805,"93779009",SNOMED
Primary malignant neoplasm of brain stem,441806,"93726004",SNOMED
Primary malignant neoplasm of orbit,441809,"93932000",SNOMED
Malignant histiocytosis of intrathoracic lymph nodes,441812,"93184007",SNOMED
Hemangioma,441818,"400210000",SNOMED
Leukemic reticuloendotheliosis of intrathoracic lymph nodes,442095,"93146001",SNOMED
Benign neoplasm of ileum,442098,"92140003",SNOMED
Benign neoplasm of large intestine,442099,"92170008",SNOMED
Benign neoplasm of jejunum,442100,"92162003",SNOMED
Benign neoplasm of descending colon,442104,"92076000",SNOMED
Benign neoplasm of soft tissue,442105,"92069005",SNOMED
Benign neoplasm of cecum,442108,"92040001",SNOMED
Benign neoplasm of ascending colon,442111,"91985000",SNOMED
Primary malignant neoplasm of paraganglion,442122,"93941005",SNOMED
Reticulosarcoma of spleen,442128,"95231000",SNOMED
Primary malignant neoplasm of head,442131,"93824007",SNOMED
Primary malignant neoplasm of face,442132,"93792007",SNOMED
Primary malignant neoplasm of craniopharyngeal duct,442134,"93768004",SNOMED
Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb,442144,"93543003",SNOMED
Hodgkin's sarcoma of lymph nodes of inguinal region AND/OR lower limb,442145,"93552007",SNOMED
"Hodgkin's sarcoma of lymph nodes of head, face AND/OR neck",442146,"93551000",SNOMED
"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region AND/OR lower limb",442150,"93489007",SNOMED
"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla AND/OR upper limb",442151,"93487009",SNOMED
Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb,442152,"93541001",SNOMED
Hodgkin's granuloma of lymph nodes of inguinal region AND/OR lower limb,442153,"93534007",SNOMED
"Hodgkin's granuloma of lymph nodes of head, face AND/OR neck",442154,"93533001",SNOMED
Hodgkin's granuloma of lymph nodes of axilla AND/OR upper limb,442155,"93532006",SNOMED
Hodgkin's granuloma of intrapelvic lymph nodes,442156,"93530003",SNOMED
"Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region AND/OR lower limb",442157,"93516008",SNOMED
"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face AND/OR neck",442158,"93515007",SNOMED
"Hodgkin's disease, mixed cellularity of spleen",442159,"93509007",SNOMED
"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region AND/OR lower limb",442160,"93507009",SNOMED
"Hodgkin's disease, mixed cellularity of lymph nodes of head, face AND/OR neck",442161,"93506000",SNOMED
"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region AND/OR lower limb",442162,"93498005",SNOMED
"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face AND/OR neck",442163,"93497000",SNOMED
Mycosis fungoides of spleen,442168,"94714002",SNOMED
Mycosis fungoides of intrapelvic lymph nodes,442169,"94708009",SNOMED
Secondary malignant neoplasm of lymph nodes of lower limb,442182,"94395004",SNOMED
Post-transplant neoplasia,443252,"254289008",SNOMED
Malignant tumor of thymus,443380,"363434003",SNOMED
Malignant tumor of sigmoid colon,443381,"363410008",SNOMED
Malignant tumor of descending colon,443382,"363409003",SNOMED
Malignant tumor of transverse colon,443384,"363408006",SNOMED
Malignant tumor of cecum,443391,"363350007",SNOMED
Malignant neoplastic disease,443392,"363346000",SNOMED
Carcinoid tumor of gastrointestinal tract,443565,"428701004",SNOMED
Relapsing chronic myeloid leukemia,443719,"415287001",SNOMED
Plasma cell neoplasm,443743,"415111003",SNOMED
Primary malignant neoplasm of articular cartilage,444203,"128466006",SNOMED
"Overlapping malignant neoplasm of lip, oral cavity and pharynx",444224,"109833003",SNOMED
Carcinoma in situ of skin of ear,444410,"92719006",SNOMED
Carcinoma in situ of skin of trunk,444411,"92745002",SNOMED
Burkitt's tumor of spleen,444440,"92515003",SNOMED
Benign neoplasm of transverse colon,444444,"92448001",SNOMED
Benign neoplasm of skin of lower limb,444445,"92370004",SNOMED
Benign neoplasm of soft tissues of upper limb,444449,"92401003",SNOMED
Benign neoplasm of soft tissues of thorax,444450,"92399009",SNOMED
Benign neoplasm of soft tissues of lower limb,444453,"92394004",SNOMED
Benign neoplasm of rectum,444457,"92318000",SNOMED
Benign neoplasm of sigmoid colon,444459,"92343006",SNOMED
Benign neoplasm of paraganglion,444463,"92267000",SNOMED
Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb,444465,"93138002",SNOMED
Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb,444466,"93136003",SNOMED
Letterer-Siwe disease of intra-abdominal lymph nodes,444467,"93133006",SNOMED
Plasma cell leukemia in relapse,760936,"122981000119101",SNOMED
Merkel cell carcinoma of trunk,761021,"133891000119102",SNOMED
Overlapping malignant neoplasm of palate,4001170,"109831001",SNOMED
Liver cell carcinoma,4001171,"109841003",SNOMED
Hepatoblastoma,4001172,"109843000",SNOMED
"Diffuse non-Hodgkin's lymphoma, lymphoblastic",4001328,"109965004",SNOMED
"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell",4001329,"109971005",SNOMED
Intrahepatic bile duct carcinoma,4001664,"109842005",SNOMED
Mesothelioma of peritoneum,4001666,"109853004",SNOMED
Primary malignant neoplasm of meninges,4002340,"109915008",SNOMED
Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system,4002343,"109919002",SNOMED
"Diffuse non-Hodgkin's lymphoma, small cell",4002356,"109968002",SNOMED
"Follicular non-Hodgkin's lymphoma, small cleaved cell",4002357,"109970006",SNOMED
Histiocytic sarcoma,4002494,"109988003",SNOMED
Mast cell leukemia,4002496,"110002002",SNOMED
"Acute promyelocytic leukemia, FAB M3",4002497,"110004001",SNOMED
Overlapping malignant neoplasm of tonsil,4002498,"110013004",SNOMED
Angiosarcoma of liver,4003021,"109844006",SNOMED
Overlapping malignant neoplasm of penis,4003027,"109875002",SNOMED
